CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Brandon Jackson,74,0,100000,0,5,0,4,4,1,2
Brandon Jai,63,1,50000,0,1,0,4,2,1,1
Brandon Jenkins,44,1,50000,0,0,0,5,2,1,0
Brandon Johnson,66,0,100000,0,3,1,4,4,0,1
Brandon Jones,42,0,75000,0,0,0,3,5,0,2
Brandon Kumar,58,0,75000,0,4,0,5,2,1,0
Brandon Lal,49,0,50000,0,0,0,4,5,1,1
Brandon Lee,43,1,50000,0,1,0,5,2,0,0
Brandon Lewis,50,1,75000,0,0,0,5,5,0,0
Brandon Li,37,0,50000,0,0,0,1,3,0,2
Brandon Long,52,1,75000,0,4,2,4,2,1,2
Brandon Martin,50,0,75000,0,0,0,5,2,0,0
Brandon Martinez,59,1,25000,0,2,1,1,3,0,2
Brandon Miller,40,1,50000,0,0,0,2,2,1,2
Brandon Moore,52,0,100000,0,5,2,3,5,1,1
Brandon Patterson,54,1,75000,0,1,0,3,2,1,1
Brandon Perry,61,0,100000,0,2,1,2,5,1,1
Brandon Powell,38,1,75000,0,0,0,3,2,1,2
Brandon Robinson,57,1,50000,0,3,0,5,3,1,0
Brandon Rodriguez,53,0,150000,0,4,2,4,4,1,4
Brandon Ross,39,0,25000,0,1,1,2,1,0,0
Brandon Russell,42,0,50000,0,0,0,3,2,1,1
Brandon Sharma,59,1,75000,0,2,0,2,5,0,2
Brandon Simmons,60,1,75000,0,2,0,2,5,0,2
Brandon Smith,54,1,150000,0,1,2,4,4,1,4
Brandon Taylor,39,0,50000,0,0,0,2,2,0,2
Brandon Thomas,70,1,75000,0,4,0,4,4,1,2
Brandon Thompson,71,1,75000,0,4,0,4,4,1,2
Brandon Wagner,48,1,75000,0,2,2,4,2,1,1
Brandon Walker,64,1,75000,0,4,2,3,5,0,2
Brandon Washington,51,0,150000,0,2,2,5,4,0,2
Brandon White,62,1,50000,0,1,0,2,3,1,1
Brandon Williams,61,1,25000,0,2,0,3,1,1,0
Brandon Wilson,41,0,50000,0,0,0,2,2,0,2
Brandon Yang,56,1,75000,0,1,0,3,2,1,1
Brandon Zhang,54,1,75000,0,1,0,3,2,1,1
Brandy Arun,49,0,25000,1,1,1,3,1,1,1
Brandy Chandra,41,0,50000,1,3,3,3,3,1,2
Brandy Fernandez,55,0,75000,1,1,0,3,2,0,1
Brandy Garcia,47,0,150000,1,1,0,5,4,0,1
Brandy Gonzalez,46,1,100000,1,0,5,1,5,0,4
Brandy Kapoor,56,1,75000,1,5,4,3,2,1,3
Brandy Lopez,42,0,150000,1,4,5,2,4,1,4
Brandy Madan,53,0,75000,1,3,2,4,5,1,2
Brandy Malhotra,44,1,50000,1,1,1,4,2,1,1
Brandy Martinez,40,1,25000,1,0,0,2,1,0,1
Brandy Mehta,41,0,75000,1,0,0,4,5,0,3
Brandy Patel,45,1,25000,1,0,0,1,1,0,2
Brandy Perez,52,1,150000,1,3,2,4,4,1,4
Brandy Prasad,67,1,25000,1,2,1,1,3,1,2
Brandy Raman,37,0,25000,1,0,0,4,3,1,0
Brandy Rana,68,1,100000,1,4,1,2,4,0,3
Brandy Sai,37,0,25000,1,4,4,2,1,1,2
Brandy Sanchez,40,0,25000,1,0,0,2,1,0,1
Brandy Saunders,65,0,50000,1,3,0,2,2,1,2
Brandy Srini,43,1,50000,1,1,1,4,2,1,1
Brandy Subram,54,0,50000,1,5,0,5,3,1,0
Brandy Suri,39,0,50000,1,0,0,1,3,0,2
Brenda Arun,44,0,100000,1,0,0,4,5,0,3
Brenda Chandra,70,1,150000,1,3,4,4,4,0,4
Brenda Fernandez,63,1,50000,1,3,0,3,2,1,2
Brenda Garcia,48,0,25000,1,1,1,3,1,0,0
Brenda Gonzalez,63,1,50000,1,2,0,3,2,1,2
Brenda Kapoor,56,0,50000,1,3,0,5,3,1,0
Brenda Lopez,57,0,100000,1,1,1,4,4,1,3
Brenda Madan,64,1,50000,1,3,0,2,2,0,2
Brenda Malhotra,65,1,50000,1,2,1,1,2,1,3
Brenda Martinez,53,0,25000,1,4,2,1,1,1,2
Brenda Mehta,47,0,50000,1,1,0,4,3,1,0
Brenda Perez,46,0,100000,1,4,4,5,4,1,1
Brenda Prasad,51,0,50000,1,2,2,3,3,1,1
Brenda Rana,54,1,25000,1,1,0,5,1,1,0
Brenda Rodriguez,45,0,75000,1,1,0,5,5,1,0
Brenda Sai,45,0,25000,1,0,0,1,1,0,2
Brenda Sanchez,54,1,50000,1,1,0,4,2,1,0
Brenda Saunders,65,0,100000,1,4,1,2,5,0,3
Brenda Stone,46,0,100000,1,0,0,4,5,0,4
Brenda Subram,60,0,25000,1,1,0,4,3,0,0
Brenda Suri,49,0,25000,1,1,1,2,1,1,1
Brenda Van,40,0,75000,1,0,0,4,5,1,2
Brendan Anand,73,0,75000,0,5,0,4,4,1,2
Brendan Andersen,40,0,75000,0,0,0,4,5,0,3
Brendan Beck,46,0,25000,0,2,2,2,1,1,0
Brendan Chande,47,1,50000,0,2,2,4,2,1,0
Brendan Deng,55,0,50000,0,4,0,5,3,1,0
Brendan Goldstein,37,0,25000,0,0,0,3,1,0,1
Brendan Jai,51,1,100000,0,5,5,4,5,1,4
Brendan Kumar,48,1,50000,0,0,0,5,3,1,0
Brendan Lal,43,0,50000,0,1,0,5,2,1,0
Brendan Nara,67,1,150000,0,4,5,3,4,1,3
Brendan Nath,54,0,25000,0,1,0,5,1,0,0
Brendan Pal,45,1,75000,0,1,1,5,2,1,0
Brendan Rai,46,0,100000,0,0,0,4,5,1,4
Brendan Raje,48,0,50000,0,0,0,5,3,1,0
Brendan Raji,53,0,75000,0,0,0,4,5,0,1
Brendan Shan,47,0,25000,0,0,0,3,1,1,1
Brendan She,70,0,100000,0,5,0,3,5,0,2
Brendan Shen,54,1,75000,0,1,0,4,5,1,1
Brendan Xie,72,1,25000,0,5,0,2,2,1,4
Brendan Xu,50,0,25000,0,4,4,1,1,1,1
Brendan Yuan,60,1,50000,0,2,0,2,2,1,2
Brent Chen,46,1,50000,0,0,0,4,3,1,0
Brent Gao,60,1,50000,0,2,0,2,2,0,2
Brent Guo,64,1,50000,0,3,0,2,2,1,2
Brent He,37,0,25000,0,0,0,4,3,1,0
Brent Huang,45,1,150000,0,0,5,1,5,1,4
Brent Li,52,1,150000,0,4,2,4,4,1,4
Brent Lin,53,0,25000,0,3,2,1,1,1,2
Brent Lu,45,0,50000,0,2,2,3,3,1,1
Brent Ma,63,1,50000,0,3,0,3,2,0,2
Brent McDonald,54,1,75000,0,5,4,4,5,1,2
Brent Stone,71,1,150000,0,3,4,4,4,1,4
Brent Sun,57,1,50000,0,3,0,5,3,1,0
Brent Wang,40,1,50000,0,0,0,2,2,1,2
Brent Wu,68,1,100000,0,5,1,2,4,1,4
Brent Yang,52,0,25000,0,3,3,2,1,0,0
Brent Ye,41,1,75000,0,0,0,4,5,1,3
Brent Zeng,38,1,50000,0,4,4,3,3,0,2
Brent Zhang,65,0,150000,0,4,5,2,5,0,3
Brent Zhao,50,0,50000,0,0,0,4,5,0,0
Brent Zheng,44,0,25000,0,0,0,1,1,1,2
Brent Zhou,71,1,25000,0,4,0,2,2,0,2
Brent Zhu,77,1,25000,0,2,0,4,3,1,1
Brett Arun,40,0,25000,0,0,0,2,1,0,1
Brett Chandra,43,0,50000,0,0,0,2,1,0,1
Brett Fernandez,50,1,75000,0,0,0,5,2,1,0
Brett Garcia,47,1,50000,0,0,0,5,3,1,0
Brett Gonzalez,68,1,50000,0,4,0,2,5,1,2
Brett Kapoor,69,1,25000,0,2,1,1,3,1,2
Brett Lopez,69,1,100000,0,5,1,1,2,1,4
Brett Madan,36,0,25000,0,0,0,1,1,0,2
Brett Malhotra,57,0,100000,0,1,0,4,5,1,1
Brett Martinez,56,1,75000,0,1,0,3,2,1,1
Brett Mehta,41,0,150000,0,4,5,2,4,1,4
Brett Patel,62,1,150000,0,3,4,3,5,1,4
Brett Perez,54,0,75000,0,1,0,4,5,1,1
Brett Prasad,54,1,75000,0,5,4,3,2,1,2
Brett Raman,49,1,100000,0,4,4,4,5,1,0
Brett Rana,41,0,25000,0,0,0,2,1,1,1
Brett Rodriguez,48,1,100000,0,5,5,4,5,1,4
Brett Sai,55,1,25000,0,1,0,5,3,1,0
Brett Sanchez,57,1,50000,0,0,0,4,3,1,0
Brett Srini,75,1,50000,0,1,0,4,3,1,0
Brett Subram,48,1,150000,0,1,1,4,4,1,4
Brett Van,60,1,100000,0,1,0,3,2,0,1
Brian Albrecht,38,0,50000,1,0,0,2,1,0,1
Brian Bailey,51,0,100000,0,3,3,4,2,0,2
Brian Bell,60,1,25000,0,3,0,1,3,0,2
Brian Brooks,71,1,25000,0,5,0,1,3,0,4
Brian Cook,48,1,50000,0,4,4,2,2,1,3
Brian Cooper,57,1,75000,0,4,0,5,2,0,0
Brian Cox,51,1,100000,0,4,1,3,5,1,4
Brian Gray,63,0,75000,0,3,0,5,4,0,2
Brian Howard,46,0,75000,0,3,0,5,5,1,0
Brian James,69,1,75000,0,2,1,3,5,1,1
Brian Kelly,58,0,100000,0,4,0,5,2,1,0
Brian Lauer,40,0,50000,0,0,0,3,3,1,1
Brian Morgan,74,1,100000,0,5,0,4,4,1,2
Brian Morris,37,0,50000,0,0,0,3,2,0,1
Brian Murphy,81,1,50000,0,2,0,5,4,1,2
Brian Peterson,44,1,50000,0,1,1,5,2,1,0
Brian Ramirez,57,1,75000,0,4,0,5,2,1,0
Brian Reed,63,1,75000,0,3,0,5,4,1,2
Brian Richardson,60,0,25000,0,3,0,1,3,0,2
Brian Rivera,52,0,50000,0,2,2,3,1,1,0
Brian Rogers,40,1,75000,0,0,0,3,2,0,2
Brian Sanchez,53,1,50000,0,1,0,4,2,1,0
Brian Sanders,59,1,50000,0,2,0,2,2,0,2
Brian Stewart,46,0,50000,0,0,0,4,3,1,0
Brian Torres,59,1,50000,0,1,0,3,3,1,1
Brian Watson,44,1,75000,0,0,0,3,2,1,2
Briana Alonso,61,1,150000,1,3,4,2,5,1,2
Briana Ashe,50,0,100000,1,0,0,5,4,0,1
Briana Carlson,43,0,150000,1,0,5,3,4,1,3
Briana Diaz,57,1,100000,1,1,0,4,5,1,1
Briana Dominguez,50,0,25000,1,5,5,1,1,1,2
Briana Gill,66,1,150000,1,2,5,3,4,0,3
Briana Gomez,59,1,25000,1,2,1,1,3,1,2
Briana Gutierrez,65,1,50000,1,3,0,3,5,1,2
Briana Jiménez,61,1,100000,1,2,0,3,2,1,2
Briana Martin,55,1,75000,1,1,0,3,2,1,1
Briana Moreno,42,1,50000,1,1,1,4,2,1,0
Briana Munoz,51,0,75000,1,0,0,4,5,0,1
Briana Ortega,74,0,50000,1,2,0,5,4,0,1
Briana Ramos,54,1,75000,1,1,0,4,5,1,1
Briana Romero,58,1,50000,1,1,0,5,3,1,0
Briana Ruiz,52,0,25000,1,5,2,1,1,1,1
Briana Sandoval,46,0,50000,1,2,2,3,3,1,2
Briana Suarez,75,1,50000,1,2,0,4,4,1,2
Briana Torres,43,1,50000,1,1,1,4,2,1,0
Brianna Alexander,78,1,100000,1,5,0,4,4,1,2
Brianna Anderson,60,1,75000,1,2,0,2,5,0,2
Brianna Bailey,58,1,50000,1,2,0,2,2,1,2
Brianna Bell,51,0,150000,1,0,0,5,4,1,4
Brianna Brooks,36,0,75000,1,0,0,3,2,0,2
Brianna Bryant,54,1,150000,1,1,3,3,5,0,4
Brianna Butler,40,1,50000,1,0,0,3,2,1,1
Brianna Clark,61,1,50000,1,1,0,3,3,1,1
Brianna Cook,52,0,50000,1,0,0,4,5,1,1
Brianna Cooper,39,1,50000,1,0,0,4,5,0,2
Brianna Cox,68,0,75000,1,4,1,4,4,1,2
Brianna Davis,41,1,50000,1,0,0,2,2,1,2
Brianna Diaz,48,1,75000,1,2,2,4,2,1,1
Brianna Flores,52,0,75000,1,0,0,4,5,0,1
Brianna Foster,50,0,100000,1,0,0,5,2,1,0
Brianna Garcia,47,1,75000,1,5,5,5,5,1,2
Brianna Gonzales,49,0,50000,1,0,0,3,2,1,1
Brianna Gray,70,0,75000,1,5,0,4,4,0,3
Brianna Griffin,65,0,50000,1,3,0,2,2,1,2
Brianna Hall,47,0,50000,1,2,2,4,2,1,0
Brianna Harris,61,0,25000,1,3,0,1,3,0,2
Brianna Henderson,52,0,75000,1,4,4,4,2,1,2
Brianna Howard,77,1,75000,1,3,0,5,4,1,2
Brianna Hughes,41,0,50000,1,0,0,2,2,0,2
Brianna Jackson,53,0,100000,1,4,3,3,5,1,2
Brianna James,48,0,75000,1,0,0,4,5,1,1
Brianna Jenkins,48,0,100000,1,2,0,4,4,0,3
Brianna Johnson,52,0,75000,1,0,0,4,5,0,1
Brianna Jones,62,0,25000,1,2,0,3,1,1,1
Brianna Kelly,78,0,50000,1,1,0,5,3,1,0
Brianna Lee,50,1,75000,1,0,0,5,2,1,0
Brianna Lewis,42,0,50000,1,0,0,2,5,1,2
Brianna Martin,43,1,75000,1,0,0,3,2,1,1
Brianna Martinez,71,1,75000,1,5,0,4,4,1,2
Brianna McDonald,37,0,75000,1,0,0,3,2,0,2
Brianna Miller,79,0,50000,1,4,0,2,5,1,2
Brianna Moore,47,1,50000,1,2,2,4,2,1,0
Brianna Morgan,38,0,50000,1,0,0,2,2,0,2
Brianna Morris,48,0,50000,1,4,4,2,2,1,3
Brianna Murphy,38,1,50000,1,0,0,2,2,1,2
Brianna Patterson,69,0,50000,1,2,1,2,5,0,2
Brianna Perry,57,1,75000,1,5,4,4,5,1,1
Brianna Peterson,40,0,50000,1,0,0,2,2,0,2
Brianna Powell,58,0,75000,1,3,2,4,5,0,1
Brianna Price,53,0,50000,1,0,0,4,5,1,1
Brianna Reed,53,1,150000,1,4,2,4,4,1,4
Brianna Richardson,50,0,75000,1,0,0,5,2,0,0
Brianna Rivera,40,0,50000,1,0,0,2,2,1,2
Brianna Robinson,65,1,50000,1,4,0,3,5,0,2
Brianna Rodriguez,50,1,75000,1,4,0,5,5,1,0
Brianna Rogers,41,1,50000,1,1,1,4,2,1,0
Brianna Ross,57,0,75000,1,4,0,5,2,1,0
Brianna Russell,81,1,150000,1,1,3,5,4,1,4
Brianna Sanchez,37,0,50000,1,0,0,3,3,1,1
Brianna Sandberg,100,1,50000,1,1,0,4,2,1,1
Brianna Simmons,68,0,75000,1,2,1,4,4,0,0
Brianna Smith,59,1,75000,1,2,0,2,5,0,2
Brianna Stewart,60,1,150000,1,3,3,3,5,1,4
Brianna Taylor,49,0,50000,1,0,0,3,2,0,1
Brianna Thomas,44,0,75000,1,1,0,5,5,1,0
Brianna Thompson,41,0,50000,1,4,4,3,3,1,1
Brianna Torres,48,0,100000,1,0,0,4,4,0,1
Brianna Walker,39,1,75000,1,0,0,3,2,1,2
Brianna Ward,70,1,100000,1,2,3,4,4,0,4
Brianna Watson,43,1,50000,1,1,0,5,2,1,0
Brianna White,43,0,75000,1,0,0,3,5,0,2
Brianna Williams,38,0,50000,1,0,0,3,2,0,1
Brianna Wood,66,1,100000,1,3,1,4,4,1,1
Bridget Anand,37,0,50000,1,0,0,3,2,1,1
Bridget Andersen,49,1,50000,1,0,0,4,3,1,0
Bridget Chande,38,0,50000,1,0,0,3,3,0,1
Bridget Deng,48,0,100000,1,4,4,3,2,0,3
Bridget Goel,49,1,100000,1,3,3,4,5,1,0
Bridget Jai,46,1,50000,1,0,0,4,3,1,0
Bridget Kennedy,37,1,50000,1,0,0,1,3,0,2
Bridget Kumar,53,0,75000,1,0,0,4,5,0,2
Bridget Luo,54,1,50000,1,1,0,4,2,1,0
Bridget Nara,52,0,50000,1,2,2,3,3,1,2
Bridget Nath,48,1,50000,1,0,0,5,3,1,0
Bridget Pal,43,1,50000,1,0,0,5,2,1,0
Bridget Rai,54,0,75000,1,1,0,4,5,0,1
Bridget Raje,47,1,50000,1,0,0,4,3,1,0
Bridget Shan,78,1,50000,1,2,0,4,4,1,2
Bridget Sharma,49,0,50000,1,1,1,4,3,0,0
Bridget She,48,0,75000,1,2,2,4,5,0,1
Bridget Shen,42,0,100000,1,0,0,4,5,0,3
Bridget Tang,38,0,25000,1,0,0,3,1,1,1
Bridget Xie,46,0,25000,1,2,2,2,1,1,0
Bridget Xu,52,0,50000,1,2,2,3,3,1,2
Bridget Yuan,36,0,25000,1,0,0,1,1,1,2
Britta Simon,63,1,50000,1,2,0,3,2,1,2
Brittany Alexander,67,0,75000,1,2,1,3,5,1,0
Brittany Barnes,65,1,50000,1,2,1,1,2,1,3
Brittany Bennett,85,1,50000,1,1,0,4,2,1,1
Brittany Bryant,44,1,50000,1,1,0,5,2,1,0
Brittany Butler,45,1,50000,1,1,0,5,2,1,0
Brittany Coleman,48,0,75000,1,2,2,4,5,1,1
Brittany Diaz,51,1,100000,1,3,3,4,2,1,2
Brittany Flores,78,1,150000,1,1,1,5,4,1,4
Brittany Foster,44,1,75000,1,2,0,5,5,1,0
Brittany Gonzales,58,1,50000,1,2,0,3,3,1,1
Brittany Griffin,61,1,50000,1,1,0,3,3,1,1
Brittany Hayes,56,1,75000,1,1,0,3,2,1,1
Brittany Henderson,61,0,100000,1,2,0,1,2,0,2
Brittany Hughes,70,1,75000,1,5,0,4,4,1,3
Brittany Long,52,0,50000,1,0,0,4,5,0,1
Brittany Patterson,58,1,100000,1,1,0,3,2,1,1
Brittany Perry,61,0,25000,1,3,0,1,3,0,2
Brittany Powell,62,1,50000,1,1,0,2,3,1,1
Brittany Price,50,0,75000,1,0,0,5,2,0,0
Brittany Russell,53,0,100000,1,0,0,3,5,0,2
Brittany Simmons,53,0,100000,1,4,3,3,5,0,2
Brittany Wood,61,0,25000,1,3,0,1,3,1,2
Brittney Cai,64,1,75000,1,2,1,2,5,1,2
Brittney Chen,79,0,75000,1,3,0,5,4,1,2
Brittney Guo,65,0,25000,1,2,0,3,1,0,1
Brittney He,75,1,25000,1,2,0,3,1,1,1
Brittney Holt,38,0,50000,1,0,0,2,1,0,1
Brittney Hu,47,1,50000,1,0,0,5,3,1,0
Brittney Liang,78,0,50000,1,2,0,3,3,0,2
Brittney Lin,68,1,75000,1,2,1,3,5,1,2
Brittney Liu,54,1,75000,1,5,4,4,5,1,2
Brittney Lu,52,1,50000,1,1,0,4,2,1,0
Brittney Ma,40,0,25000,1,1,1,2,1,0,0
Brittney She,56,1,75000,1,1,0,3,2,1,1
Brittney Sun,37,0,25000,1,1,1,2,1,0,0
Brittney West,49,1,50000,1,0,0,4,3,0,0
Brittney Wu,49,1,75000,1,2,2,4,5,1,1
Brittney Xu,52,1,100000,1,4,3,3,5,1,2
Brittney Ye,46,1,75000,1,2,0,5,5,1,0
Brittney Zeng,53,0,75000,1,3,2,4,5,0,2
Brittney Zhang,46,0,100000,1,0,5,1,5,1,4
Brittney Zhao,48,0,25000,1,2,2,2,1,1,1
Brittney Zheng,40,1,50000,1,0,0,3,2,1,1
Brittney Zhou,60,0,25000,1,2,0,3,1,0,0
Brittney Zhu,58,1,50000,1,2,0,3,3,1,1
Brooke Bell,63,0,25000,1,2,0,2,1,0,2
Brooke Brooks,39,1,75000,1,0,0,3,2,1,2
Brooke Cook,65,1,75000,1,2,1,2,5,1,2
Brooke Cooper,56,1,75000,1,1,0,3,2,1,1
Brooke Gray,51,0,100000,1,5,5,4,5,1,4
Brooke Howard,76,0,75000,1,3,0,4,4,0,2
Brooke James,59,1,75000,1,1,0,3,2,1,1
Brooke Kelly,50,1,150000,1,0,1,5,4,1,3
Brooke Morgan,55,0,100000,1,4,3,2,5,1,2
Brooke Morris,44,0,50000,1,0,0,5,2,0,0
Brooke Murphy,46,1,100000,1,2,0,5,5,1,0
Brooke Peterson,64,0,75000,1,2,1,2,5,1,2
Brooke Ramirez,52,0,50000,1,4,2,4,2,1,2
Brooke Reed,51,0,75000,1,0,0,5,5,1,0
Brooke Richardson,48,0,75000,1,2,2,5,5,1,0
Brooke Rivera,53,1,150000,1,4,3,3,5,1,3
Brooke Rogers,42,0,50000,1,0,0,2,2,0,2
Brooke Sanchez,58,0,75000,1,1,0,4,5,1,1
Brooke Sanders,70,0,75000,1,4,1,4,4,1,1
Brooke Stewart,57,0,50000,1,2,0,3,3,0,1
Brooke Travers,56,1,75000,1,1,0,3,2,1,1
Brooke Ward,51,0,75000,1,2,2,4,5,0,1
Brooke Watson,60,0,25000,1,3,0,1,3,1,2
Bruce Alonso,57,1,50000,0,2,0,3,3,1,1
Bruce Arun,47,1,50000,0,0,0,5,3,1,0
Bruce Ashe,56,0,25000,0,1,1,3,1,0,0
Bruce Blanco,58,1,150000,0,4,1,4,4,1,4
Bruce Carlson,41,0,25000,0,0,0,2,1,0,1
Bruce Chandra,39,1,25000,0,0,0,2,1,0,1
Bruce Diaz,61,1,100000,0,2,3,2,5,1,4
Bruce Dominguez,43,1,50000,0,1,1,4,2,1,1
Bruce Fernandez,42,0,25000,0,0,0,1,1,1,2
Bruce Garcia,42,0,25000,0,0,0,1,1,0,2
Bruce Gomez,62,1,150000,0,3,5,1,5,1,2
Bruce Gonzalez,81,0,25000,0,1,0,5,3,0,0
Bruce Gutierrez,53,0,50000,0,3,3,3,3,0,0
Bruce Hernandez,38,0,25000,0,0,0,4,3,1,0
Bruce Jiménez,41,1,75000,0,0,0,4,5,1,2
Bruce Jordan,58,1,25000,0,1,0,4,1,1,0
Bruce Lopez,54,0,75000,0,1,0,3,2,0,1
Bruce Madan,44,1,100000,0,0,5,2,4,1,3
Bruce Martin,71,1,75000,0,3,1,1,2,0,4
Bruce Martinez,68,1,50000,0,3,0,3,3,0,2
Bruce Mehta,50,1,25000,0,1,1,2,1,0,1
Bruce Moreno,47,1,100000,0,4,4,5,4,1,0
Bruce Navarro,73,1,75000,0,2,0,5,4,1,1
Bruce Patel,44,0,25000,0,0,0,1,1,0,2
Bruce Perez,54,0,25000,0,1,0,5,3,1,0
Bruce Prasad,68,1,100000,0,5,1,2,4,1,3
Bruce Raman,49,1,50000,0,1,1,4,3,1,0
Bruce Ramos,75,0,25000,0,2,0,3,1,0,1
Bruce Rana,41,0,50000,0,0,0,3,3,1,1
Bruce Rodriguez,77,0,25000,0,1,0,4,3,0,0
Bruce Rubio,59,0,75000,0,2,0,2,2,1,2
Bruce Ruiz,50,1,100000,0,5,5,5,4,1,3
Bruce Sai,61,0,100000,0,2,0,2,2,1,2
Bruce Sanchez,42,0,25000,0,0,0,1,1,0,2
Bruce Sanz,61,1,100000,0,2,0,2,2,1,2
Bruce Sara,44,0,50000,0,0,0,2,1,0,1
Bruce Serrano,66,1,75000,0,2,1,3,5,1,1
Bruce Srini,75,1,25000,0,1,0,3,1,1,0
Bruce Suarez,58,1,75000,0,5,4,5,5,1,2
Bruce Subram,65,1,100000,0,4,1,2,5,0,3
Bruce Suri,51,0,50000,0,0,0,4,5,0,0
Bruce Torres,78,1,25000,0,1,0,4,3,1,0
Bruce Vazquez,66,1,50000,0,3,0,3,3,0,2
Bruce Ward,54,1,75000,0,1,0,3,2,1,1
Bryan Bailey,50,0,50000,0,2,2,3,1,1,0
Bryan Bell,49,0,25000,0,3,3,2,1,1,1
Bryan Cooper,77,0,75000,0,3,0,5,4,0,2
Bryan Cox,48,0,100000,0,0,0,4,4,1,1
Bryan Gray,46,1,50000,0,1,1,4,2,1,0
Bryan Howard,50,1,150000,0,2,2,4,4,1,4
Bryan James,60,1,75000,0,3,2,3,5,1,0
Bryan Kelly,77,1,75000,0,5,0,5,4,0,2
Bryan Morgan,47,1,75000,0,5,0,5,5,1,0
Bryan Morris,52,0,150000,0,1,1,4,4,0,3
Bryan Murphy,50,1,150000,0,2,2,4,4,1,3
Bryan Ramirez,51,1,50000,0,3,3,4,2,1,3
Bryan Reed,39,0,50000,0,0,0,1,3,1,2
Bryan Rivera,62,1,150000,0,3,4,2,5,1,4
Bryan Rogers,41,1,50000,0,1,1,4,2,1,0
Bryan Sanchez,49,0,50000,0,1,1,4,3,0,1
Bryan Sanders,46,1,75000,0,4,0,5,5,1,0
Bryan Stewart,70,0,50000,0,2,0,3,3,1,2
Bryan Townsend,40,0,50000,0,0,0,2,2,1,2
Bryant Arun,58,1,100000,0,1,1,4,4,1,2
Bryant Chapman,82,1,75000,0,4,0,5,4,1,2
Bryant Fernandez,57,1,100000,0,1,0,5,5,1,0
Bryant Garcia,64,1,150000,0,4,5,3,5,1,2
Bryant Kapoor,57,0,100000,0,1,0,4,5,1,1
Bryant Lopez,48,0,25000,0,1,1,3,1,0,0
Bryant Malhotra,73,1,100000,0,5,0,4,4,1,2
Bryant Martinez,53,0,25000,0,3,3,2,1,1,1
Bryant Mehta,52,1,50000,0,2,2,3,3,0,2
Bryant Patel,40,1,100000,0,0,0,4,5,1,2
Bryant Perez,39,0,25000,0,0,0,3,1,0,0
Bryant Raman,70,1,150000,0,4,4,3,5,0,4
Bryant Rana,40,1,100000,0,0,0,4,5,1,2
Bryant Rodriguez,48,0,50000,0,0,0,4,5,0,0
Bryant Sai,36,1,25000,0,0,0,4,3,1,0
Bryant Sanchez,50,0,100000,0,0,0,4,5,0,1
Bryant Sara,41,0,25000,0,0,0,1,1,1,2
Bryant Srini,56,0,100000,0,0,3,3,5,0,3
Bryant Subram,61,1,150000,0,3,4,3,5,0,3
Bryant Suri,70,0,100000,0,5,0,3,5,0,2
Bryant Van,47,0,50000,0,0,0,5,2,1,0
Bryce Bailey,56,0,100000,0,0,3,3,5,1,1
Bryce Bell,52,0,50000,0,0,0,4,5,0,1
Bryce Brooks,73,1,150000,0,1,3,4,4,1,4
Bryce Cook,44,0,50000,0,1,0,5,2,1,0
Bryce Cooper,62,0,75000,0,2,0,1,2,1,2
Bryce Cox,58,0,75000,0,3,2,4,5,0,0
Bryce Howard,52,0,75000,0,4,2,4,2,0,2
Bryce James,56,1,100000,0,5,4,3,5,1,3
Bryce Morgan,48,1,150000,0,1,0,5,4,1,1
Bryce Morris,63,0,75000,0,3,0,5,4,1,2
Bryce Murphy,73,1,75000,0,4,0,4,4,0,2
Bryce Peterson,46,1,75000,0,4,0,5,5,1,0
Bryce Ramirez,55,1,50000,0,4,3,2,2,1,3
Bryce Reed,61,1,75000,0,2,0,2,5,0,2
Bryce Richardson,48,1,100000,0,4,4,4,4,1,1
Bryce Rivera,67,0,75000,0,2,1,3,5,1,2
Bryce Rogers,60,1,100000,0,3,2,3,5,1,0
Bryce Sanders,49,0,50000,0,0,0,4,5,0,1
Bryce Stewart,46,1,50000,0,1,1,4,2,1,1
Bryce Torres,46,1,75000,0,2,0,5,5,1,0
Bryce Ward,41,1,50000,0,0,0,3,2,1,2
Bryce Watson,50,0,100000,0,0,0,5,2,1,0
Byron Carlson,46,0,100000,0,2,0,4,5,1,0
Byron Diaz,55,1,50000,0,4,3,2,2,1,3
Byron Gill,61,0,100000,0,2,0,2,2,0,2
Byron Gomez,48,0,25000,0,1,1,3,1,1,0
Byron Gutierrez,54,0,25000,0,1,0,5,1,1,0
Byron Hernandez,58,0,25000,0,2,0,3,1,0,1
Byron Jiménez,70,1,50000,0,2,0,3,3,0,2
Byron Martin,49,1,100000,0,5,5,4,5,0,4
Byron Navarro,43,0,100000,0,0,5,2,4,1,2
Byron Ortega,38,0,50000,0,0,0,2,2,0,2
Byron Ramos,55,1,75000,0,1,0,3,2,1,1
Byron Romero,53,0,25000,0,3,3,2,1,1,1
Byron Rubio,44,0,25000,0,0,0,1,1,0,2
Byron Sanz,47,0,75000,0,2,2,4,2,1,0
Byron Serrano,36,0,25000,0,0,0,1,1,0,2
Byron Suarez,50,1,25000,0,1,1,2,1,1,1
Byron Vazquez,56,1,75000,0,5,4,3,2,1,3
